Department,File Name,STT Transcription,STT Model,Human Reviewed,Final,Status,Reviewer,Timestamp
Helpdesk,Hd_Q_36.ogg,"हाय प्रीती मॅडम, मी अपर्णा पवार बोलते. 
म्हणजे दोन महिन्यांचे पेंडिंग होते सात ही ॲपचे बॅलन्स जे मी आता भरले आहेत आणि फेब्रुवारीचे सुद्धा भरलेले आहेत. 
तर तुम्ही एकदा चेक करा ओके. 
सरांनी सांगितलेलं की पे केल्यानंतर तुम्हाला सांगायला. 
त्यामुळे तुम्हाला मेसेज करते. 
तर डिसेंबर, जानेवारी आणि फेब्रुवारीचे असे तीन महिन्याचे मी भरलेले आहेत. 
ठीक आहे तुम्ही एकदा चेक करा मॅडम.",saarika:v2.5,,,pending_review,,2026-02-05T21:40:27.793220
Helpdesk,Hd_Q_37.ogg,प्रीती मॅडम मी तन्वी राणे बोलते मला स्कॉलरशिपसाठी ईमेल आला आहे,saarika:v2.5,,,pending_review,,2026-02-05T21:40:30.562379
Helpdesk,Hd_Q_38.ogg,मैं दिव्या पाली बोल रही हूँ ये पूछना था कि लोन कभी पूरा होगा और दूसरा लोन ले सकते हैं क्या ज़रूरत है इसलिए,saarika:v2.5,,,pending_review,,2026-02-05T21:40:34.007400
Helpdesk,Hd_Q_39.ogg,"मी राजेश गावडे, मला गव्हर्मेंटची ₹20 ची पॉलिसी पाहिजे.",saarika:v2.5,,,pending_review,,2026-02-05T21:40:36.400770
Helpdesk,Hd_Q_40.ogg,हेलो सर मैं दर्शना बोल रही हूँ मुंबई सेंटर टेलीवेजंस से मेरा आसमान कार्ड बनाने का है क्या डॉक्यूमेंट्स लाने का है,saarika:v2.5,,,pending_review,,2026-02-05T21:40:39.568213
Helpdesk,Hd_Q_41.ogg,"मी आरती शिराळ, माझं आणि माझ्या मुलाचं आधार कार्ड अपडेट केलं ते आलं नाही, मला पाहिजे आहे.",saarika:v2.5,,,pending_review,,2026-02-05T21:40:42.508593
Helpdesk,Hd_Q_42.ogg,"मी पुष्पा, माझं आयुष्मान कार्ड हरवलं आहे, मला परत काढायचं आहे.",saarika:v2.5,,,pending_review,,2026-02-05T21:40:44.917582
Helpdesk,Hd_Q_43.ogg,"मी माझं नाव भारती पागे आहे, मला आयुष्मान कार्ड काढायचा आहे, काय काय डॉक्युमेंट लागतील?",saarika:v2.5,,,pending_review,,2026-02-05T21:40:47.327784
Helpdesk,Hd_Q_44.ogg,हाय दीदी मैं कल्पना सनी बोल रही हूँ बी सी ए ऑफिस से मुझे आधार कार्ड और पैन कार्ड लिंक कराना है,saarika:v2.5,,,pending_review,,2026-02-05T21:40:50.854778
Helpdesk,Hd_Q_45.ogg,मी सरिता पागे माझ्या राशन कार्डवरती ऑनलाईन नावं दिसत नाही,saarika:v2.5,,,pending_review,,2026-02-05T21:40:53.545043
Helpdesk,Hd_Q_46.ogg,मैं कलैरसी मेरा बेटी के नेम रेसन कार्ड में लगाने का उसको आधार कार्ड नहीं है बेड सर्टिफिकेट है,saarika:v2.5,,,pending_review,,2026-02-05T21:40:56.812168
Helpdesk,Hd_Q_47.ogg,"स्मिता, मी स्मिता होसाळकर. माझ्या पॅन कार्डवर आज स्पेलिंग चेंज करायची आहे. त्यासाठी काय काय डॉक्युमेंट लागतील?",saarika:v2.5,,,pending_review,,2026-02-05T21:41:00.261856
Helpdesk,Hd_Q_48.ogg,"मी जयंती सावंत, माझ्या आईकडचा आधार प्रेशर कार्ड नाव कट केले पण ते दिसत नाहीये.",saarika:v2.5,,,pending_review,,2026-02-05T21:41:02.711718
Helpdesk,Hd_Q_49.ogg,"मी जयंती सावंत, मला माझ्या हसबंडचं आणि मुलांचं आयुष्यमान कार्ड बनवायचं आहे.",saarika:v2.5,,,pending_review,,2026-02-05T21:41:05.238439
Helpdesk,Hd_Q_50.ogg,"मेरा नाम लक्ष्मी है, मेरा राशन कार्ड का है, और राशन मेरा नाम पे मिलते है, तीनों बच्चों को नहीं मिलते है।",saarika:v2.5,,,pending_review,,2026-02-05T21:41:08.313188
Helpdesk,Hd_Q_51.ogg,मैं उमा रानी बोल रही हूँ एम ए डी सी से मुझे आयुष्मान कार्ड मेरे हसबैंड के लिए और मेरे बच्चे के लिए बनाना है क्या क्या डॉक्यूमेंट चाहिए,saarika:v2.5,,,pending_review,,2026-02-05T21:41:11.621347
Helpdesk,Hd_Q_52.ogg,मैं बबीता विलास परदेसी मुंबई सेंट्रल आई जी पी से मुझे लोन चाहिए,saarika:v2.5,,,pending_review,,2026-02-05T21:41:14.394576
Helpdesk,Hd_Q_53.ogg,हॅलो प्रीती मी सारिका बोलते मला रेशन कार्डमध्ये ना गॅजेट तयार झाले ना तर आता तिथे काय करायला जाऊ काय काय डॉक्युमेंट्स घेऊन जायला लागेल,saarika:v2.5,,,pending_review,,2026-02-05T21:41:17.705753
Helpdesk,Hd_Q_54.1.ogg,मॉर्निंग हनु मैडम मेरा ये महीने में लास्ट रहेगा वो देने का लोन का फिर अगले महीने में मैं फ्री हो जाती हूँ तो मुझे मिल जाएगा तो इस महीने में मिल जाता तो अगले महीने से फिर मेरा पैसा कटिंग करना चालू कर देती मैंने गए महीने में चेक करवाया था मेरा ये मंथ है ना लास्ट था इसीलिए मैंने मैसेज डाला है,saarika:v2.5,,,pending_review,,2026-02-05T21:41:22.030746
Helpdesk,Hd_Q_54.ogg,हेलो गुड आफ्टरनून निशा जहाँ बोल रही हूँ मेरा लोन ये ये मंथ में एंड फिनिश हो जाएगा नेक्स्ट मंथ में मुझे लोन वापस मिल सकता है क्या,saarika:v2.5,,,pending_review,,2026-02-05T21:41:25.511660
Helpdesk,Hd_Q_55.ogg,सॉरी गुड आफ्टरनून मैं बी सी ऑफिस से वत्सला बामने मुझे आयुष्मान कार्ड बनवाना है,saarika:v2.5,,,pending_review,,2026-02-05T21:41:28.532247
Helpdesk,Hd_Q_56.ogg,मैं जीसी ऑफिस से अदिता बोल रही हूँ मेरा आधार कार्ड अपडेट करना है दो तीन महीने पहले मैं यहाँ पर कराई थी आई टी सी में अभी तक आया नहीं है अपडेट ओके वो सब तक आएगा,saarika:v2.5,,,pending_review,,2026-02-05T21:41:32.178449
Helpdesk,Hd_Q_57.1.ogg,मेरा है ना आधार कार्ड पैन कार्ड वोटर आई डी ये तीनों पे एड्रेस चेंज करना है,saarika:v2.5,,,pending_review,,2026-02-05T21:41:35.246370
Helpdesk,Hd_Q_57.ogg,"मैं अंजू, मैं बीसी ऑफिस से बोल रही हूँ, मुझे है ना डॉक्यूमेंट्स पे एड्रेस चेंज कराना है, तो क्या-क्या अप्रूफ लाना है, तो आप मुझे बता दीजिए।",saarika:v2.5,,,pending_review,,2026-02-05T21:41:38.318189
Helpdesk,Hd_Q_58.ogg,"दिनेश सर, पहले मेरी बेटी का लड़की बहना का पैसा मिल रहा था। अभी ये दो महीने से नहीं मिल रहा है, जरा चेक करो ना क्या प्रॉब्लम है।",saarika:v2.5,,,pending_review,,2026-02-05T21:41:41.152985
Helpdesk,Hd_Q_59.ogg,"येणारच लोन आज येणार होतं, आलं नाहीये हे.",saarika:v2.5,,,pending_review,,2026-02-05T21:41:44.256654
Helpdesk,Hd_Q_60.ogg,हेलो प्रीति एम आई डी सी से साहिस्ता बोल रही हूँ आयुष्मान कार्ड बनवाने के लिए फैमिली कब बोला था,saarika:v2.5,,,pending_review,,2026-02-05T21:41:47.818644
Helpdesk,Hd_Q_9.ogg,प्रीती मला पण आय डी चं ॲड्रेस बदली करायचं आहे मी येऊ का,saarika:v2.5,,,pending_review,,2026-02-05T21:41:50.626185
HR/Admin,HR_Ad_Q_1.ogg,ਛੱਬੀ ਜਨਵਰੀ ਤੋਂ ਛੁੱਟੀ ਹੈ ਕਿ ਚਾਲੂ ਹੈ,saarika:v2.5,,,pending_review,,2026-02-05T21:41:53.574705
HR/Admin,HR_Ad_Q_10.ogg,"मैं सरजू बात कर रहा हूँ बीसी ऑफिस से, मेरे पीएफ की जानकारी चाहिए।",saarika:v2.5,,,pending_review,,2026-02-05T21:41:56.281456
HR/Admin,HR_Ad_Q_11.ogg,"उनके बारे में। अरे सर, मैं अलोन की तो बाकी ये भाई जी बोल रही है इससे बात कर।",saarika:v2.5,,,pending_review,,2026-02-05T21:41:58.463501
HR/Admin,HR_Ad_Q_12.1.ogg,तो दीदी मेरा ये जो लोन का जो खत्म करना है ये कितने महीने में खत्म हो जाएगा और है ना मुझे है ना प्रीति दीदी से बात करना है प्रीति दीदी शायद आ नहीं रही है तो जरा उनको भेजिए तो मैं उनसे पूछूँ,saarika:v2.5,,,pending_review,,2026-02-05T21:42:02.283260
HR/Admin,HR_Ad_Q_12.ogg,हाय टाइनी टीम मैं भारती विक्रम परदेसी बोल रही हूँ बीसी ऑफिस से मुझे यह जानना है कि जो मैंने कंपनी से लोन लिया था पचास हजार तो वो अभी तक मतलब कितना और बाकी है भरना और मैं फिर दोबारा कब लोन के लिए अप्लाई कर सकती हूँ और किसको बोलना है मुझे लोन के लिए प्लीज मुझे यह बताइए,saarika:v2.5,,,pending_review,,2026-02-05T21:42:06.988489
HR/Admin,HR_Ad_Q_13.ogg,,saarika:v2.5,,,error,,2026-02-05T21:42:10.445271
HR/Admin,HR_Ad_Q_14.ogg,"आईजीपी में ना मैं रेखा बोल रही हूँ, आईजीपी में कितना दिन से मच्छर काट रहे हैं, लेकिन उसका कोई सलूशन नहीं निकल रहा है, क्यों ऐसा?",saarika:v2.5,,,pending_review,,2026-02-05T21:42:13.694149
HR/Admin,HR_Ad_Q_2.ogg,"मैं टेनी मेडिकल से बोल रहा हूं।
बॉम्बे सेंटर से।
सर मेडिसिन मेरे को चाहिए था सर्दी और बदन दर्द के लिए।
तो ये लोग स्टाफ लोग बोल रहे हैं कि नहीं है करके।
और रखना बंद कर दिया है, पहले रखते थे सर।
ठीक है।",saarika:v2.5,,,pending_review,,2026-02-05T21:42:16.991634
HR/Admin,HR_Ad_Q_3.ogg,"मेरा नाम ज्योति है, मैं बी सी से बोल रही हूँ, मुझे मेरा पी एफ का अमाउंट जानना है।",saarika:v2.5,,,pending_review,,2026-02-05T21:42:19.790601
HR/Admin,HR_Ad_Q_4.ogg,मैं हदीका बोल रही हूँ मुझे ना पीएफ के बारे में बोलना है पीएफ का पैसा मुझे ना निकाल के ट्राई करना है कि मेरा आ पा रहा है कि नहीं ठीक है,saarika:v2.5,,,pending_review,,2026-02-05T21:42:22.996434
HR/Admin,HR_Ad_Q_5.ogg,मैं हेमलता परदेसी बी सी ऑफिस से मुझे मेरा पी एफ का पैसा जानना है,saarika:v2.5,,,pending_review,,2026-02-05T21:42:26.367712
HR/Admin,HR_Ad_Q_6.ogg,मैं बबीता विलास बोल रही हूँ मेरा पूरे साल का पी एफ कितना जमा हुआ है वो भी मुझे पता करना है,saarika:v2.5,,,pending_review,,2026-02-05T21:42:29.210363
HR/Admin,HR_Ad_Q_7.ogg,मुझे पीएफ निकालना है,saarika:v2.5,,,pending_review,,2026-02-05T21:42:30.996102
HR/Admin,HR_Ad_Q_8.ogg,मैं डायनिंग कंपनी से बोल रही हूँ अप्सरा ग्रांड डोर बिल्डिंग से मेरा पीएफ का पैसा कितना जमा हुआ है आप बता दो,saarika:v2.5,,,pending_review,,2026-02-05T21:42:34.844567
HR/Admin,HR_Ad_Q_9.ogg,"सर, मैं अजीब खान बोल रहा हूं। अजीब खान बोल रहा हूं। रिजी सर से काम है, मेरा पीएफ का पैसा है और लोन कितना कट है आप बताइए प्लीज।",saarika:v2.5,,,pending_review,,2026-02-05T21:42:37.915283
Production,P_Q_1.ogg,पच्चीस दिसंबर को हमारा ऑप्शनल छुट्टी था तो हमने फिर भी इधर भरा था तो हमको डबल मिलेगा या सिंगल पेमेंट मिलेगा मैं बबीता विलास बोल रही हूँ,saarika:v2.5,,,pending_review,,2026-02-05T21:42:41.705159
Production,P_Q_2.ogg,हाय मैं भारती बोल रही हूँ बी सी ऑफिस से मुझे ये जानना है कि मुझे मेरा समर हुडी बैग कितना हुआ है और उसका कितना पैसा हुआ है और जी डब्ल्यू पी जो अभी चालू हुआ है वो कितना पीस हुआ है उसका कितना पेमेंट हुआ है ये महीने में मेरा टोटल कितना पेमेंट हुआ है मुझे वो जानना है,saarika:v2.5,,,pending_review,,2026-02-05T21:42:45.236550
Production,P_Q_3.ogg,हेलो सर गुड इवनिंग इधर एक्स्ट्रा काम रहेगा ना अपना सब लेडीज लोग बोल रहे इवनिंग में एक घंटा और टाइम चाहिए शायद पेपरवरी में से उन लोग को चाहिए करके बोल रहे,saarika:v2.5,,,pending_review,,2026-02-05T21:42:48.556953
Production,P_Q_4.ogg,हमें ओटी के टाइम में शाम को ही नाश्ता चाहिए। चार बजे नाश्ता करेंगे तो सात बजे भूख लगती है और चाय भी नहीं मिलती है।,saarika:v2.5,,,pending_review,,2026-02-05T21:42:51.763641
Production,P_Q_5.ogg,हमें चार बजे नाश्ता नहीं चाहिए साढ़े छः बजे चाय और नाश्ता दोनों चाहिए,saarika:v2.5,,,pending_review,,2026-02-05T21:42:54.914780
Production,P_Q_6.ogg,हमें चार बजे नाश्ता नहीं चाहिए हमें साढ़े छः बजे नाश्ता और चाय चाहिए,saarika:v2.5,,,pending_review,,2026-02-05T21:42:57.677797
Production,P_Q_7.ogg,हेलो मैं संचिता आई के बोल रही हूँ मेरे मशीन पे जो भी कारीगर बैठता है सब कुछ चीज़ कोई भी जगह पे नहीं रखता स्क्रू ड्राइवर नहीं है पट्टी नहीं है मशीन का सिलाई बड़ा टाका करके ऐसे ही छोड़ के जाता है,saarika:v2.5,,,pending_review,,2026-02-05T21:43:01.589982
Production,P_Q_8.ogg,हलो सर मैं धनराज बोल रहा हूँ राकेश सर मैं अभी इधर पर हूँ अभी ऑफिस में मैं लेबल मांग रहा हूँ तो लेबल मेरे को नहीं दे रहे सर और मैं अभी वो लेबल की वजह से मेरा काम रुका है अभी,saarika:v2.5,,,pending_review,,2026-02-05T21:43:05.461219
Production,P_Q_9.ogg,,saarika:v2.5,,,error,,2026-02-05T21:43:09.329710
